Sheet,Class,Main Topic,Sub Topic
NEET_Physics,11,Oscillations and Waves,Doppler Effect
NEET_Physics,12,Electrostatics,Electric Charges and Fields
NEET_Physics,12,Electrostatics,Electrostatic Potential and Capacitance
NEET_Physics,12,Current Electricity,Ohm's Law
NEET_Physics,12,Current Electricity,Kirchhoff’s Laws
NEET_Physics,12,Current Electricity,Potentiometer
NEET_Physics,12,Magnetic Effects of Current and Magnetism,Biot-Savart Law
NEET_Physics,12,Magnetic Effects of Current and Magnetism,Ampere’s Circuital Law
NEET_Physics,12,Magnetic Effects of Current and Magnetism,Moving Coil Galvanometer
NEET_Physics,12,Electromagnetic Induction and Alternating Currents,Faraday’s Laws
NEET_Physics,12,Electromagnetic Induction and Alternating Currents,Lenz’s Law
NEET_Physics,12,Electromagnetic Induction and Alternating Currents,Alternating Current
NEET_Physics,12,Electromagnetic Waves,Electromagnetic Spectrum
NEET_Physics,12,Optics,Ray Optics
NEET_Physics,12,Optics,Wave Optics
NEET_Physics,12,Dual Nature of Radiation and Matter,Photoelectric Effect
NEET_Physics,12,Dual Nature of Radiation and Matter,de Broglie Hypothesis
NEET_Physics,12,Atoms and Nuclei,Bohr’s Atomic Model
NEET_Physics,12,Atoms and Nuclei,Radioactivity
NEET_Physics,12,Electronic Devices,Semiconductors
NEET_Physics,12,Electronic Devices,Logic Gates
NEET_Chemistry,11,Some Basic Concepts of Chemistry,Mole Concept
NEET_Chemistry,11,Some Basic Concepts of Chemistry,Stoichiometry
NEET_Chemistry,11,Structure of Atom,Atomic Models
NEET_Chemistry,11,Structure of Atom,Quantum Numbers
NEET_Chemistry,11,Classification of Elements and Periodicity,Periodic Table
NEET_Chemistry,11,Classification of Elements and Periodicity,Periodic Trends
NEET_Chemistry,11,Chemical Bonding and Molecular Structure,Ionic Bond
NEET_Chemistry,11,Chemical Bonding and Molecular Structure,Covalent Bond
NEET_Chemistry,11,Chemical Bonding and Molecular Structure,Hybridization
NEET_Chemistry,11,States of Matter,Gas Laws
NEET_Chemistry,11,States of Matter,Ideal Gas Equation
NEET_Chemistry,11,Thermodynamics,First Law of Thermodynamics
NEET_Chemistry,11,Thermodynamics,Entropy
NEET_Chemistry,11,Thermodynamics,Gibbs Free Energy
NEET_Chemistry,11,Equilibrium,Chemical Equilibrium
NEET_Chemistry,11,Equilibrium,Ionic Equilibrium
NEET_Chemistry,11,Redox Reactions,Oxidation and Reduction
NEET_Chemistry,11,Hydrogen,Properties of Hydrogen
NEET_Chemistry,11,s-Block Elements,Alkali Metals
NEET_Chemistry,11,s-Block Elements,Alkaline Earth Metals
NEET_Chemistry,11,p-Block Elements,Group 13 Elements
NEET_Chemistry,11,p-Block Elements,Group 14 Elements
NEET_Chemistry,12,p-Block Elements,Group 15 Elements
NEET_Chemistry,12,p-Block Elements,Group 16 Elements
NEET_Chemistry,12,p-Block Elements,Group 17 Elements
NEET_Chemistry,11,Organic Chemistry,General Organic Chemistry
NEET_Chemistry,11,Organic Chemistry,Isomerism
NEET_Chemistry,11,Hydrocarbons,Alkanes
NEET_Chemistry,11,Hydrocarbons,Alkenes
NEET_Chemistry,11,Hydrocarbons,Alkynes
NEET_Chemistry,11,Environmental Chemistry,Air Pollution
NEET_Chemistry,11,Environmental Chemistry,Water Pollution
NEET_Chemistry,12,Solid State,Crystal Lattice
NEET_Chemistry,12,Solid State,Packing Efficiency
NEET_Chemistry,12,Solutions,Concentration Terms
NEET_Chemistry,12,Solutions,Colligative Properties
NEET_Chemistry,12,Electrochemistry,Electrochemical Cells
NEET_Chemistry,12,Electrochemistry,Nernst Equation
NEET_Chemistry,12,Chemical Kinetics,Rate of Reaction
NEET_Chemistry,12,Chemical Kinetics,Order of Reaction
NEET_Chemistry,12,Surface Chemistry,Adsorption
NEET_Chemistry,12,Surface Chemistry,Catalysis
NEET_Chemistry,12,d and f Block Elements,Transition Elements
NEET_Chemistry,12,d and f Block Elements,Lanthanides
NEET_Chemistry,12,Coordination Compounds,Werner Theory
NEET_Chemistry,12,Coordination Compounds,Isomerism
NEET_Chemistry,12,Haloalkanes and Haloarenes,Preparation
NEET_Chemistry,12,Haloalkanes and Haloarenes,Reactions
NEET_Chemistry,12,Alcohols Phenols and Ethers,Preparation
NEET_Chemistry,12,Alcohols Phenols and Ethers,Chemical Properties
NEET_Chemistry,12,Aldehydes Ketones and Carboxylic Acids,Nucleophilic Addition
NEET_Chemistry,12,Aldehydes Ketones and Carboxylic Acids,Carboxylic Acid Reactions
NEET_Chemistry,12,Organic Compounds Containing Nitrogen,Amines
NEET_Chemistry,12,Organic Compounds Containing Nitrogen,Diazonium Salts
NEET_Chemistry,12,Biomolecules,Proteins
NEET_Chemistry,12,Biomolecules,Carbohydrates
NEET_Chemistry,12,Polymers,Addition Polymers
NEET_Chemistry,12,Polymers,Condensation Polymers
NEET_Chemistry,12,Chemistry in Everyday Life,Drugs
NEET_Chemistry,12,Chemistry in Everyday Life,Cleansing Agents
NEET_Biology,11,Diversity in Living World,Living Organisms
NEET_Biology,11,Diversity in Living World,Biological Classification
NEET_Biology,11,Diversity in Living World,Plant Kingdom
NEET_Biology,11,Diversity in Living World,Animal Kingdom
NEET_Biology,11,Structural Organisation in Animals and Plants,Morphology of Flowering Plants
NEET_Biology,11,Structural Organisation in Animals and Plants,Anatomy of Flowering Plants
NEET_Biology,11,Structural Organisation in Animals and Plants,Structural Organisation in Animals
NEET_Biology,11,Cell Structure and Function,Cell Theory
NEET_Biology,11,Cell Structure and Function,Cell Organelles
NEET_Biology,11,Cell Structure and Function,Biomolecules
NEET_Biology,11,Cell Structure and Function,Cell Cycle and Cell Division
NEET_Biology,11,Plant Physiology,Transport in Plants
NEET_Biology,11,Plant Physiology,Mineral Nutrition
NEET_Biology,11,Plant Physiology,Photosynthesis
NEET_Biology,11,Plant Physiology,Respiration in Plants
NEET_Biology,11,Plant Physiology,Plant Growth and Development
NEET_Biology,11,Human Physiology,Digestion and Absorption
NEET_Biology,11,Human Physiology,Breathing and Exchange of Gases
NEET_Biology,11,Human Physiology,Body Fluids and Circulation
NEET_Biology,11,Human Physiology,Excretory Products and Elimination
NEET_Biology,11,Human Physiology,Locomotion and Movement
NEET_Biology,11,Human Physiology,Neural Control and Coordination
NEET_Biology,11,Human Physiology,Chemical Coordination and Integration
NEET_Biology,12,Reproduction,Reproduction in Organisms
NEET_Biology,12,Reproduction,Sexual Reproduction in Flowering Plants
NEET_Biology,12,Reproduction,Human Reproduction
NEET_Biology,12,Reproduction,Reproductive Health
NEET_Biology,12,Genetics and Evolution,Principles of Inheritance and Variation
NEET_Biology,12,Genetics and Evolution,Molecular Basis of Inheritance
NEET_Biology,12,Genetics and Evolution,Evolution
NEET_Biology,12,Biology and Human Welfare,Human Health and Disease
NEET_Biology,12,Biology and Human Welfare,Strategies for Enhancement in Food Production
NEET_Biology,12,Biology and Human Welfare,Microbes in Human Welfare
NEET_Biology,12,Biotechnology and Its Applications,Biotechnology Principles and Processes
NEET_Biology,12,Biotechnology and Its Applications,Biotechnology and Human Welfare
NEET_Biology,12,Ecology and Environment,Organisms and Populations
NEET_Biology,12,Ecology and Environment,Ecosystem
NEET_Biology,12,Ecology and Environment,Biodiversity and Conservation
NEET_Biology,12,Ecology and Environment,Environmental Issues
MHTCET_Biology,11,Living World,Concept of Living
MHTCET_Biology,11,Living World,Biodiversity and Nomenclature
MHTCET_Biology,11,Living World,Taxonomic Aids
MHTCET_Biology,11,Systematics of Living Organisms,Five Kingdom Classification
MHTCET_Biology,11,Systematics of Living Organisms,Kingdom Monera
MHTCET_Biology,11,Systematics of Living Organisms,Kingdom Protista and Fungi
MHTCET_Biology,11,Kingdom Plantae,Classification of Kingdom Plantae
MHTCET_Biology,11,Kingdom Plantae,Thallophyta (Algae)
MHTCET_Biology,11,Kingdom Plantae,"Bryophyta, Pteridophyta and Spermatophyta"
MHTCET_Biology,11,Kingdom Animalia,Basis of Classification
MHTCET_Biology,11,Kingdom Animalia,Non-Chordates (Invertebrata)
MHTCET_Biology,11,Kingdom Animalia,Phylum Chordata
MHTCET_Biology,11,Organization of Cell,Prokaryotic and Eukaryotic Cells
MHTCET_Biology,11,Organization of Cell,Cell Organelles
MHTCET_Biology,11,Organization of Cell,Cell Membrane and Nucleus
MHTCET_Biology,11,Biomolecules,"Carbohydrates, Proteins and Lipids"
MHTCET_Biology,11,Biomolecules,Nucleic Acids
MHTCET_Biology,11,Biomolecules,Enzymes and Metabolism
MHTCET_Biology,11,Cell Division,Cell Cycle
MHTCET_Biology,11,Cell Division,Mitosis
MHTCET_Biology,11,Cell Division,Meiosis
MHTCET_Biology,11,Plant Tissues and Anatomy,Meristematic and Permanent Tissues
MHTCET_Biology,11,Plant Tissues and Anatomy,Xylem and Phloem
MHTCET_Biology,11,Plant Tissues and Anatomy,Secondary Growth in Plants
MHTCET_Biology,11,Morphology of Flowering Plants,"Root, Stem and Leaf"
MHTCET_Biology,11,Morphology of Flowering Plants,Inflorescence and Flower
MHTCET_Biology,11,Morphology of Flowering Plants,Fruit and Seed
MHTCET_Biology,11,Animal Tissues,Epithelial Tissue
MHTCET_Biology,11,Animal Tissues,Connective Tissue
MHTCET_Biology,11,Animal Tissues,Muscular and Nervous Tissue
MHTCET_Biology,11,Study of Animal Type: Cockroach,External Morphology
MHTCET_Biology,11,Study of Animal Type: Cockroach,Digestive and Circulatory System
MHTCET_Biology,11,Study of Animal Type: Cockroach,Nervous and Reproductive System
MHTCET_Biology,11,Photosynthesis in Higher Plants,Light Reaction
MHTCET_Biology,11,Photosynthesis in Higher Plants,Calvin Cycle (Dark Reaction)
MHTCET_Biology,11,Photosynthesis in Higher Plants,"C4, CAM Pathway and Photorespiration"
MHTCET_Biology,11,Respiration and Energy Transfer,Glycolysis
MHTCET_Biology,11,Respiration and Energy Transfer,Tricarboxylic Acid (Krebs) Cycle
MHTCET_Biology,11,Respiration and Energy Transfer,Electron Transport Chain and ATP Synthesis
MHTCET_Biology,11,Human Nutrition,Digestive System and Glands
MHTCET_Biology,11,Human Nutrition,Physiology of Digestion
MHTCET_Biology,11,Human Nutrition,"Absorption, Assimilation and Disorders"
MHTCET_Biology,11,Excretion and Osmoregulation,Human Excretory System
MHTCET_Biology,11,Excretion and Osmoregulation,Urine Formation
MHTCET_Biology,11,Excretion and Osmoregulation,Dialysis and Kidney Disorders
MHTCET_Biology,11,Skeleton and Movement,Types of Movement and Locomotion
MHTCET_Biology,11,Skeleton and Movement,Human Skeletal System
MHTCET_Biology,11,Skeleton and Movement,Joint and Bone Disorders
MHTCET_Biology,12,Reproduction in Lower and Higher Plants,Asexual and Sexual Reproduction
MHTCET_Biology,12,Reproduction in Lower and Higher Plants,Microsporogenesis and Megasporogenesis
MHTCET_Biology,12,Reproduction in Lower and Higher Plants,"Pollination, Double Fertilization and Seed Formation"
MHTCET_Biology,12,Reproduction in Lower and Higher Animals,Human Reproductive Systems
MHTCET_Biology,12,Reproduction in Lower and Higher Animals,Gametogenesis and Menstrual Cycle
MHTCET_Biology,12,Reproduction in Lower and Higher Animals,"Fertilization, Pregnancy and Reproductive Health"
MHTCET_Biology,12,Inheritance and Variation,Mendelian Inheritance
MHTCET_Biology,12,Inheritance and Variation,Deviations from Mendelism
MHTCET_Biology,12,Inheritance and Variation,"Linkage, Sex Determination and Genetic Disorders"
MHTCET_Biology,12,Molecular Basis of Inheritance,DNA Structure and Replication
MHTCET_Biology,12,Molecular Basis of Inheritance,Transcription and Translation
MHTCET_Biology,12,Molecular Basis of Inheritance,Gene Regulation and Human Genome Project
MHTCET_Biology,12,Origin and Evolution of Life,Origin of Life and Chemical Evolution
MHTCET_Biology,12,Origin and Evolution of Life,Theories of Evolution
MHTCET_Biology,12,Origin and Evolution of Life,Hardy-Weinberg Principle and Human Evolution
MHTCET_Biology,12,Plant Water Relation,"Diffusion, Osmosis and Water Potential"
MHTCET_Biology,12,Plant Water Relation,Absorption and Translocation of Water
MHTCET_Biology,12,Plant Water Relation,Transpiration and Stomatal Apparatus
MHTCET_Biology,12,Plant Growth and Mineral Nutrition,Plant Growth and Growth Curve
MHTCET_Biology,12,Plant Growth and Mineral Nutrition,Plant Hormones
MHTCET_Biology,12,Plant Growth and Mineral Nutrition,Mineral Nutrition and Nitrogen Cycle
MHTCET_Biology,12,Respiration and Circulation,Human Respiratory System and Breathing
MHTCET_Biology,12,Respiration and Circulation,Circulatory System and Blood
MHTCET_Biology,12,Respiration and Circulation,"Human Heart, ECG and Disorders"
MHTCET_Biology,12,Control and Co-ordination,Nervous Tissue and Nerve Impulse
MHTCET_Biology,12,Control and Co-ordination,Human Nervous System and Brain
MHTCET_Biology,12,Control and Co-ordination,Endocrine System and Hormones
MHTCET_Biology,12,Human Health and Diseases,Immunity and Immune System
MHTCET_Biology,12,Human Health and Diseases,Infectious Diseases
MHTCET_Biology,12,Human Health and Diseases,"Cancer, AIDS and Drug Abuse"
MHTCET_Biology,12,Enhancement of Food Production,Plant Breeding and Tissue Culture
MHTCET_Biology,12,Enhancement of Food Production,Animal Husbandry
MHTCET_Biology,12,Enhancement of Food Production,Microbes in Human Welfare
MHTCET_Biology,12,Biotechnology,Principles of Biotechnology
MHTCET_Biology,12,Biotechnology,rDNA Technology and Gene Cloning
MHTCET_Biology,12,Biotechnology,Applications and Bioethics
MHTCET_Biology,12,Organisms and Populations,Organisms and Environment
MHTCET_Biology,12,Organisms and Populations,Adaptations
MHTCET_Biology,12,Organisms and Populations,Population Attributes and Interactions
MHTCET_Biology,12,Ecosystems and Energy Flow,Ecosystem Structure and Function
MHTCET_Biology,12,Ecosystems and Energy Flow,Energy Flow and Ecological Pyramids
MHTCET_Biology,12,Ecosystems and Energy Flow,Biogeochemical Cycles and Succession
MHTCET_Biology,12,"Biodiversity, Conservation and Environmental Issues",Levels and Patterns of Biodiversity
MHTCET_Biology,12,"Biodiversity, Conservation and Environmental Issues",Conservation of Biodiversity
MHTCET_Biology,12,"Biodiversity, Conservation and Environmental Issues",Environmental Pollution and Global Warming
